file_path,modality,vocal_channel,emotion,intensity,statement,repetition,actor,audio_length
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-01-01-15.wav,3,1,1,1,1,1,15,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-01-02-15.wav,3,1,1,1,1,2,15,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-02-01-15.wav,3,1,1,1,2,1,15,3.43675
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-02-02-15.wav,3,1,1,1,2,2,15,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-01-01-15.wav,3,1,2,1,1,1,15,3.57025
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-01-02-15.wav,3,1,2,1,1,2,15,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-02-01-15.wav,3,1,2,1,2,1,15,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-02-02-15.wav,3,1,2,1,2,2,15,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-01-01-15.wav,3,1,2,2,1,1,15,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-01-02-15.wav,3,1,2,2,1,2,15,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-02-01-15.wav,3,1,2,2,2,1,15,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-02-02-15.wav,3,1,2,2,2,2,15,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-01-01-01-15.wav,3,1,3,1,1,1,15,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-01-01-02-15.wav,3,1,3,1,1,2,15,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-01-02-01-15.wav,3,1,3,1,2,1,15,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-01-02-02-15.wav,3,1,3,1,2,2,15,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-02-01-01-15.wav,3,1,3,2,1,1,15,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-02-01-02-15.wav,3,1,3,2,1,2,15,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-02-02-01-15.wav,3,1,3,2,2,1,15,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-03-02-02-02-15.wav,3,1,3,2,2,2,15,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-01-01-01-15.wav,3,1,4,1,1,1,15,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-01-01-02-15.wav,3,1,4,1,1,2,15,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-01-02-01-15.wav,3,1,4,1,2,1,15,3.3033125
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-01-02-02-15.wav,3,1,4,1,2,2,15,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-02-01-01-15.wav,3,1,4,2,1,1,15,3.2699166666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-02-01-02-15.wav,3,1,4,2,1,2,15,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-02-02-01-15.wav,3,1,4,2,2,1,15,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-04-02-02-02-15.wav,3,1,4,2,2,2,15,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-01-01-01-15.wav,3,1,5,1,1,1,15,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-01-01-02-15.wav,3,1,5,1,1,2,15,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-01-02-01-15.wav,3,1,5,1,2,1,15,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-01-02-02-15.wav,3,1,5,1,2,2,15,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-02-01-01-15.wav,3,1,5,2,1,1,15,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-02-01-02-15.wav,3,1,5,2,1,2,15,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-02-02-01-15.wav,3,1,5,2,2,1,15,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-05-02-02-02-15.wav,3,1,5,2,2,2,15,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-01-01-01-15.wav,3,1,6,1,1,1,15,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-01-01-02-15.wav,3,1,6,1,1,2,15,3.3033125
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-01-02-01-15.wav,3,1,6,1,2,1,15,3.2699375
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-01-02-02-15.wav,3,1,6,1,2,2,15,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-01-01-15.wav,3,1,6,2,1,1,15,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-01-02-15.wav,3,1,6,2,1,2,15,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-02-01-15.wav,3,1,6,2,2,1,15,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-02-02-15.wav,3,1,6,2,2,2,15,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-01-01-15.wav,3,1,7,1,1,1,15,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-01-02-15.wav,3,1,7,1,1,2,15,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-02-01-15.wav,3,1,7,1,2,1,15,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-02-02-15.wav,3,1,7,1,2,2,15,4.070729166666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-01-01-15.wav,3,1,7,2,1,1,15,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-01-02-15.wav,3,1,7,2,1,2,15,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-02-01-15.wav,3,1,7,2,2,1,15,3.3033125
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-02-02-15.wav,3,1,7,2,2,2,15,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-01-01-15.wav,3,1,8,1,1,1,15,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-01-02-15.wav,3,1,8,1,1,2,15,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-02-01-15.wav,3,1,8,1,2,1,15,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-02-02-15.wav,3,1,8,1,2,2,15,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-01-01-15.wav,3,1,8,2,1,1,15,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-01-02-15.wav,3,1,8,2,1,2,15,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-02-01-15.wav,3,1,8,2,2,1,15,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-02-02-15.wav,3,1,8,2,2,2,15,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-01-01-16.wav,3,1,1,1,1,1,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-01-02-16.wav,3,1,1,1,1,2,16,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-02-01-16.wav,3,1,1,1,2,1,16,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-02-02-16.wav,3,1,1,1,2,2,16,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-01-01-16.wav,3,1,2,1,1,1,16,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-01-02-16.wav,3,1,2,1,1,2,16,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-02-01-16.wav,3,1,2,1,2,1,16,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-02-02-16.wav,3,1,2,1,2,2,16,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-01-01-16.wav,3,1,2,2,1,1,16,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-01-02-16.wav,3,1,2,2,1,2,16,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-02-01-16.wav,3,1,2,2,2,1,16,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-02-02-16.wav,3,1,2,2,2,2,16,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-01-01-16.wav,3,1,3,1,1,1,16,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-01-02-16.wav,3,1,3,1,1,2,16,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-02-01-16.wav,3,1,3,1,2,1,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-02-02-16.wav,3,1,3,1,2,2,16,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-01-01-16.wav,3,1,3,2,1,1,16,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-01-02-16.wav,3,1,3,2,1,2,16,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-02-01-16.wav,3,1,3,2,2,1,16,3.7704166666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-02-02-16.wav,3,1,3,2,2,2,16,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-01-01-16.wav,3,1,4,1,1,1,16,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-01-02-16.wav,3,1,4,1,1,2,16,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-02-01-16.wav,3,1,4,1,2,1,16,3.4034166666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-02-02-16.wav,3,1,4,1,2,2,16,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,3,1,4,2,1,1,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-01-02-16.wav,3,1,4,2,1,2,16,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-02-01-16.wav,3,1,4,2,2,1,16,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-02-02-16.wav,3,1,4,2,2,2,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,3,1,5,1,1,1,16,3.970645833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,3,1,5,1,1,2,16,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,3,1,5,1,2,1,16,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,3,1,5,1,2,2,16,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,3,1,5,2,1,1,16,3.970645833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-01-02-16.wav,3,1,5,2,1,2,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-02-01-16.wav,3,1,5,2,2,1,16,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-02-02-16.wav,3,1,5,2,2,2,16,4.07075
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-01-01-16.wav,3,1,6,1,1,1,16,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-01-02-16.wav,3,1,6,1,1,2,16,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-02-01-16.wav,3,1,6,1,2,1,16,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-02-02-16.wav,3,1,6,1,2,2,16,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-01-01-16.wav,3,1,6,2,1,1,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-01-02-16.wav,3,1,6,2,1,2,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-02-01-16.wav,3,1,6,2,2,1,16,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-02-02-16.wav,3,1,6,2,2,2,16,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-01-01-16.wav,3,1,7,1,1,1,16,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-01-02-16.wav,3,1,7,1,1,2,16,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-02-01-16.wav,3,1,7,1,2,1,16,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-02-02-16.wav,3,1,7,1,2,2,16,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-01-01-16.wav,3,1,7,2,1,1,16,4.2709166666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-01-02-16.wav,3,1,7,2,1,2,16,4.237583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-02-01-16.wav,3,1,7,2,2,1,16,4.137458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-02-02-16.wav,3,1,7,2,2,2,16,4.137479166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-01-01-16.wav,3,1,8,1,1,1,16,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-01-02-16.wav,3,1,8,1,1,2,16,3.43675
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-02-01-16.wav,3,1,8,1,2,1,16,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-02-02-16.wav,3,1,8,1,2,2,16,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-01-01-16.wav,3,1,8,2,1,1,16,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-01-02-16.wav,3,1,8,2,1,2,16,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-02-01-16.wav,3,1,8,2,2,1,16,3.57025
D:/1188976/Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-02-02-16.wav,3,1,8,2,2,2,16,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-01-01-17.wav,3,1,1,1,1,1,17,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-01-02-17.wav,3,1,1,1,1,2,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-02-01-17.wav,3,1,1,1,2,1,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-02-02-17.wav,3,1,1,1,2,2,17,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-01-01-17.wav,3,1,2,1,1,1,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-01-02-17.wav,3,1,2,1,1,2,17,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-02-01-17.wav,3,1,2,1,2,1,17,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-02-02-17.wav,3,1,2,1,2,2,17,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-01-01-17.wav,3,1,2,2,1,1,17,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-01-02-17.wav,3,1,2,2,1,2,17,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-02-01-17.wav,3,1,2,2,2,1,17,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-02-02-17.wav,3,1,2,2,2,2,17,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-01-01-17.wav,3,1,3,1,1,1,17,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-01-02-17.wav,3,1,3,1,1,2,17,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-02-01-17.wav,3,1,3,1,2,1,17,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-02-02-17.wav,3,1,3,1,2,2,17,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-01-01-17.wav,3,1,3,2,1,1,17,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-01-02-17.wav,3,1,3,2,1,2,17,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-02-01-17.wav,3,1,3,2,2,1,17,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-02-02-17.wav,3,1,3,2,2,2,17,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-01-01-17.wav,3,1,4,1,1,1,17,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-01-02-17.wav,3,1,4,1,1,2,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-02-01-17.wav,3,1,4,1,2,1,17,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-02-02-17.wav,3,1,4,1,2,2,17,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-01-01-17.wav,3,1,4,2,1,1,17,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-01-02-17.wav,3,1,4,2,1,2,17,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-02-01-17.wav,3,1,4,2,2,1,17,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-02-02-17.wav,3,1,4,2,2,2,17,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-01-01-17.wav,3,1,5,1,1,1,17,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-01-02-17.wav,3,1,5,1,1,2,17,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-02-01-17.wav,3,1,5,1,2,1,17,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-02-02-17.wav,3,1,5,1,2,2,17,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,3,1,5,2,1,1,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-01-02-17.wav,3,1,5,2,1,2,17,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-02-01-17.wav,3,1,5,2,2,1,17,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-02-02-17.wav,3,1,5,2,2,2,17,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-01-01-17.wav,3,1,6,1,1,1,17,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-01-02-17.wav,3,1,6,1,1,2,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-02-01-17.wav,3,1,6,1,2,1,17,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-02-02-17.wav,3,1,6,1,2,2,17,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-01-01-17.wav,3,1,6,2,1,1,17,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-01-02-17.wav,3,1,6,2,1,2,17,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-02-01-17.wav,3,1,6,2,2,1,17,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-02-02-17.wav,3,1,6,2,2,2,17,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-01-01-17.wav,3,1,7,1,1,1,17,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-01-02-17.wav,3,1,7,1,1,2,17,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-02-01-17.wav,3,1,7,1,2,1,17,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-02-02-17.wav,3,1,7,1,2,2,17,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-01-01-17.wav,3,1,7,2,1,1,17,4.204208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-01-02-17.wav,3,1,7,2,1,2,17,4.170833333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-01-01-17.wav,3,1,8,1,1,1,17,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-01-02-17.wav,3,1,8,1,1,2,17,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-02-01-17.wav,3,1,8,1,2,1,17,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-02-02-17.wav,3,1,8,1,2,2,17,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-01-01-17.wav,3,1,8,2,1,1,17,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-01-02-17.wav,3,1,8,2,1,2,17,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-02-01-17.wav,3,1,8,2,2,1,17,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-02-02-17.wav,3,1,8,2,2,2,17,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-01-01-18.wav,3,1,1,1,1,1,18,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-01-02-18.wav,3,1,1,1,1,2,18,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,3,1,1,1,2,1,18,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-02-02-18.wav,3,1,1,1,2,2,18,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-01-01-18.wav,3,1,2,1,1,1,18,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-01-02-18.wav,3,1,2,1,1,2,18,3.4034166666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-02-01-18.wav,3,1,2,1,2,1,18,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-02-02-18.wav,3,1,2,1,2,2,18,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-01-01-18.wav,3,1,2,2,1,1,18,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-01-02-18.wav,3,1,2,2,1,2,18,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-02-01-18.wav,3,1,2,2,2,1,18,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-02-02-18.wav,3,1,2,2,2,2,18,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-01-01-18.wav,3,1,3,1,1,1,18,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-01-02-18.wav,3,1,3,1,1,2,18,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-02-01-18.wav,3,1,3,1,2,1,18,3.43675
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-02-02-18.wav,3,1,3,1,2,2,18,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-01-01-18.wav,3,1,3,2,1,1,18,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-01-02-18.wav,3,1,3,2,1,2,18,3.93725
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-02-01-18.wav,3,1,3,2,2,1,18,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-02-02-18.wav,3,1,3,2,2,2,18,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-01-01-18.wav,3,1,4,1,1,1,18,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-01-02-18.wav,3,1,4,1,1,2,18,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-02-01-18.wav,3,1,4,1,2,1,18,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-02-02-18.wav,3,1,4,1,2,2,18,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-01-01-18.wav,3,1,4,2,1,1,18,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-01-02-18.wav,3,1,4,2,1,2,18,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-02-01-18.wav,3,1,4,2,2,1,18,4.137479166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-02-02-18.wav,3,1,4,2,2,2,18,3.8371666666666666
